x1,x2,target
0.6308121468467507,0.11127463722463111,0
1.4812316380221469,0.5508797741059555,0
0.085389312,-1.004405455,1
1.1852209358676775,0.39759225239285056,0
0.4403161903945396,0.3394265380529152,0
-0.824500559,-0.207795318,0
-0.326158756,-0.538912165,0
1.6290936808216738,-1.615757864,1
0.8898467502184992,-0.1831107,1
0.5519578912641762,-0.642928154,1
-0.607442864,-0.000384303,0
0.5271397493133576,-1.141078107,1
0.10147561097827859,0.4543514448984551,0
0.7709741315985504,0.7184657388585298,0
0.5146212871341562,-1.118983817,1
-0.5226955,0.8230531735033378,1
-0.743515117,-0.490976443,0
-0.103662246,0.21324962182956533,1
1.4318889532815862,-0.459762161,1
-0.325009542,-1.214003323,0
-1.669320258,1.4239967898197157,1
1.6350616989147673,1.0737696787324196,0
-0.919387134,0.3342298683937492,1
1.637037106,0.9014893889293218,0
-0.425195885,1.0354079861784655,1
-0.101507304,1.4879240119992267,1
-0.922038121,0.19906313084194832,1
-1.135183015,0.038973462,1
0.828304598,0.8445433912606217,0
-1.164407569,1.393247730250468,1
-0.90993412,0.5154912885541836,1
-0.185462983,0.7504835736326889,1
0.9289070963777013,-0.294039591,1
1.1110293712328316,-1.025262378,1
-1.948262576,-0.068617443,0
0.8007897904734892,-0.238639845,1
2.5032347090982503,-0.90059775,1
0.6630584504146728,-2.043293904,1
0.9607765238490262,1.030464191745434,0
0.016796618634902335,-0.133778359,1
0.006760651,0.263463755,0
-0.692681929,-0.654169347,0
0.3104980022467971,0.47505243907685807,0
-0.510359432,2.3689274813696244,1
-0.674273584,2.4839505383304767,1
0.19257047019498005,-0.53552086,1
-0.942142588,-0.782362978,0
0.9728546651113847,-0.308296392,1
0.48282034759629877,-0.114695662,1
-0.416154267,-0.346725109,0
-0.658758545,0.4653305796162714,1
0.4211477973808544,-0.392463939,1
0.24099810269110464,0.068687048,0
-0.787364674,-1.35275126,0
0.5600814645172743,-0.483459329,1
0.36443774906190385,-0.720834754,1
2.716613176601333,1.4639888345171528,0
-0.814167736,0.30554710282644104,1
-1.071617106,-1.346044536,0
1.7380849389308803,0.8078485157024913,0
-0.03199314,-0.038130827,0
-0.953119231,1.2081968494191069,1
1.1919000931302748,-0.455592296,1
-1.817081774,0.1884868260350843,1
0.040425657016378264,1.9959682216955148,0
0.44126557257392823,-1.135576743,1
-0.250178612,-0.087219199,0
1.656328564175486,1.276293736,0
1.266138401243832,1.537757814213424,0
-0.353092532,-1.242568116,0
-2.50323351,-0.749593777,0
0.046486341,-2.068348314,1
0.9117151948658332,0.13599677606274765,0
0.3206197849045827,-0.657253329,1
0.357103007,0.001648919,0
-1.028040249,0.523929811,1
-0.09628155,0.069530533,1
1.8733111631378954,0.38579620455171504,0
-1.716929866,-0.552328532,0
0.22066043628106694,-2.539595809,1
-0.122163823,-1.994437385,0
-0.553333869,-0.514886419,0
-0.552460612,-0.633571875,0
-0.562089599,-1.892628276,0
-0.962784558,0.34695904188966664,1
-0.783630582,-0.135562665,0
-0.413818251,-0.622599793,0
1.7492114868090347,0.9165199354577903,0
-1.160891317,2.626285794392792,1
2.698253411038893,1.9976326227492387,0
-0.931996493,-1.074911407,0
1.5399384170520467,0.4647753566821074,0
-0.330959866,-0.029666106,0
1.3057231777244342,0.8439832416640682,0
1.3720232472059941,-0.448312704,1
-0.116431759,0.7778271047542118,1
0.6535476146195989,-0.467876773,1
-1.760434653,0.9411017897775396,1
0.17626786923064208,-0.083047187,1
1.6166601379626688,-1.5833051,1
-0.572771168,-0.402092178,0
1.1694013388483566,0.23916290622795028,0
-0.284874505,0.7092247121775979,1
0.8545675960723879,1.6415460103553468,0
-1.437200736,0.7346820215891078,1
-0.604053638,0.604569848,1
1.1371515781536259,0.12333214455572108,0
1.2838437070473991,1.1781730117666693,0
-0.586629423,0.844390047,1
-1.210804144,-2.670793273,0
0.4067398516083035,-0.022199945,1
-1.377815153,-0.516898308,0
-1.006952254,-1.551712777,0
0.7285733117000438,2.2396733200735337,0
0.6628080508325229,-0.265743445,1
0.7934665754802447,0.665076212,0
-0.381430724,0.7115090987879606,1
0.8931693627886745,-0.859761689,1
-0.907616634,1.110940649521256,1
0.21994442612067347,1.4064132642574996,0
0.21845109083111633,0.2205140955615967,0
-2.165087338,0.22028060535737015,1
0.4211000419728647,0.41673193779690754,0
-0.364581237,-1.089572855,0
-0.47314287,0.052418035,1
0.6304368159917774,0.19400421847712965,0
-0.626268168,1.061652142808076,1
0.5502418976310854,-0.678269317,1
0.4141286424081475,-0.119859781,1
1.9598852644439775,0.052795337,0
-1.26295601,-0.370236061,0
-1.240790803,-0.183449,0
1.1514038592457585,-0.339430811,1
1.4140658685047767,0.6016307023629659,0
-0.564985136,1.2082125553147762,1
0.7164412469505456,0.672614623,0
0.4858734584853794,-1.750747224,1
-2.181763848,-0.879546169,0
0.7756076653978258,1.2724716991081555,0
-0.564793129,1.5366629844340443,1
0.5803851841738049,-0.904531144,1
0.38318793375995797,-0.036559172,1
-0.048914625,0.1850585212160004,1
0.2857157565630587,-0.828872732,1
-0.753530925,0.8573726742517352,1
-0.791296172,0.5640044225801878,1
-0.693118603,-1.369180083,0
0.8043583521626312,-0.940110697,1
-0.284676924,0.7400320934809338,1
-0.054415475,-1.518541618,0
0.1221345904146355,0.6902973041199133,0
1.4615970201283148,0.2739888043741806,0
-0.375840279,-1.900863258,0
